Entry	Entry Name	Protein names	Gene Names	Length	Protein families	Domain [FT]
Q16659	MK06_HUMAN	Mitogen-activated protein kinase 6 (MAP kinase 6) (MAPK 6) (EC 2.7.11.24) (Extracellular signal-regulated kinase 3) (ERK-3) (MAP kinase isoform p97) (p97-MAPK)	MAPK6 ERK3 PRKM6	721	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily	DOMAIN 20..316; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q9Y243	AKT3_HUMAN	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2)	AKT3 PKBG	479	Protein kinase superfamily, AGC Ser/Thr protein kinase family, RAC subfamily	DOMAIN 5..107; /note="PH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00145"; DOMAIN 148..405; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 406..479; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"
Q13976	KGP1_HUMAN	cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)	PRKG1 PRKG1B PRKGR1A PRKGR1B	671	Protein kinase superfamily, AGC Ser/Thr protein kinase family, cGMP subfamily	DOMAIN 360..619; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 620..671; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"
A0A0B4J2F2	SIK1B_HUMAN	Putative serine/threonine-protein kinase SIK1B (EC 2.7.11.1) (Salt-inducible kinase 1B)	SIK1B	783	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, AMPK subfamily	DOMAIN 27..278; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 303..343; /note="UBA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"
O14757	CHK1_HUMAN	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	CHEK1 CHK1	476	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily	DOMAIN 9..265; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P51812	KS6A3_HUMAN	Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (Insulin-stimulated protein kinase 1) (ISPK-1) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)	RPS6KA3 ISPK1 MAPKAPK1B RSK2	740	Protein kinase superfamily, AGC Ser/Thr protein kinase family, S6 kinase subfamily	DOMAIN 68..327; /note="Protein kinase 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 328..397; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"; DOMAIN 422..679; /note="Protein kinase 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P24723	KPCL_HUMAN	Protein kinase C eta type (EC 2.7.11.13) (PKC-L) (nPKC-eta)	PRKCH PKCL PRKCL	683	Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily	DOMAIN 1..118; /note="C2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; DOMAIN 355..614; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 615..683; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"
Q7KZI7	MARK2_HUMAN	Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b)	MARK2 EMK1	788	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	DOMAIN 53..304; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 323..362; /note="UBA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"; DOMAIN 739..788; /note="KA1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00565"
O75116	ROCK2_HUMAN	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	ROCK2 KIAA0619	1388	Protein kinase superfamily, AGC Ser/Thr protein kinase family	DOMAIN 92..354; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 357..425; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"; DOMAIN 497..573; /note="REM-1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01207"; DOMAIN 979..1047; /note="RhoBD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01206"; DOMAIN 1150..1349; /note="PH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00145"
Q9Y2K2	SIK3_HUMAN	Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK)	SIK3 KIAA0999 QSK L19	1321	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	DOMAIN 66..317; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 344..384; /note="UBA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"
O94921	CDK14_HUMAN	Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1) (hPFTAIRE1)	CDK14 KIAA0834 PFTK1	469	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 135..419; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q7Z7J9	CK2N1_HUMAN	Calcium/calmodulin-dependent protein kinase II inhibitor 1 (CaMKII inhibitory protein alpha) (CaMKIIN-alpha)	CAMK2N1	78	CAMK2N family	
Q8TD08	MK15_HUMAN	Mitogen-activated protein kinase 15 (MAP kinase 15) (MAPK 15) (EC 2.7.11.24) (Extracellular signal-regulated kinase 7) (ERK-7) (Extracellular signal-regulated kinase 8) (ERK-8)	MAPK15 ERK7 ERK8	544	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily	DOMAIN 13..304; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P05129	KPCG_HUMAN	Protein kinase C gamma type (PKC-gamma) (EC 2.7.11.13)	PRKCG PKCG	697	Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily	DOMAIN 157..275; /note="C2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; DOMAIN 351..614; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 615..685; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"
Q8NCB2	CAMKV_HUMAN	CaM kinase-like vesicle-associated protein	CAMKV	501	Protein kinase superfamily, CAMK Ser/Thr protein kinase family	DOMAIN 24..286; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q6P0Q8	MAST2_HUMAN	Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1)	MAST2 KIAA0807 MAST205	1798	Protein kinase superfamily, AGC Ser/Thr protein kinase family	DOMAIN 512..785; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 786..854; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"; DOMAIN 1104..1192; /note="PDZ"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"
Q6IQ55	TTBK2_HUMAN	Tau-tubulin kinase 2 (EC 2.7.11.1)	TTBK2 KIAA0847	1244	Protein kinase superfamily, CK1 Ser/Thr protein kinase family	DOMAIN 21..284; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)	CDK12 CRK7 CRKRS KIAA0904	1490	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 727..1020; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P22694	KAPCB_HUMAN	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	PRKACB	351	Protein kinase superfamily, AGC Ser/Thr protein kinase family, cAMP subfamily	DOMAIN 44..298; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 299..351; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"
Q13309	SKP2_HUMAN	S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)	SKP2 FBXL1	424		DOMAIN 94..140; /note="F-box"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00080"
Q96GX5	GWL_HUMAN	Serine/threonine-protein kinase greatwall (GW) (GWL) (hGWL) (EC 2.7.11.1) (Microtubule-associated serine/threonine-protein kinase-like) (MAST-L)	MASTL GW GWL THC2	879	Protein kinase superfamily, AGC Ser/Thr protein kinase family	DOMAIN 35..835; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 836..879; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"
O60285	NUAK1_HUMAN	NUAK family SNF1-like kinase 1 (EC 2.7.11.1) (AMPK-related protein kinase 5) (ARK5) (Omphalocele kinase 1)	NUAK1 ARK5 KIAA0537 OMPHK1	661	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	DOMAIN 55..306; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
O76039	CDKL5_HUMAN	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)	CDKL5 STK9	960	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 13..297; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q8IVW4	CDKL3_HUMAN	Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine-protein kinase NKIAMRE)	CDKL3 NKIAMRE	592	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 4..286; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q86UX6	ST32C_HUMAN	Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (Yet another novel kinase 3)	STK32C YANK3	486	Protein kinase superfamily, Ser/Thr protein kinase family	DOMAIN 93..353; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P11802	CDK4_HUMAN	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)	CDK4	303	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 6..295; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
O95835	LATS1_HUMAN	Serine/threonine-protein kinase LATS1 (EC 2.7.11.1) (Large tumor suppressor homolog 1) (WARTS protein kinase) (h-warts)	LATS1 WARTS	1130	Protein kinase superfamily, AGC Ser/Thr protein kinase family	DOMAIN 100..141; /note="UBA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"; DOMAIN 705..1010; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 1011..1090; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618"
Q8NE63	HIPK4_HUMAN	Homeodomain-interacting protein kinase 4 (EC 2.7.11.1)	HIPK4	616	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, HIPK subfamily	DOMAIN 11..347; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q86V86	PIM3_HUMAN	Serine/threonine-protein kinase pim-3 (EC 2.7.11.1)	PIM3	326	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PIM subfamily	DOMAIN 40..293; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q8IV63	VRK3_HUMAN	Inactive serine/threonine-protein kinase VRK3 (Serine/threonine-protein pseudokinase VRK3) (Vaccinia-related kinase 3)	VRK3	474	Protein kinase superfamily, CK1 Ser/Thr protein kinase family, VRK subfamily	DOMAIN 166..457; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q8TDC3	BRSK1_HUMAN	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (Brain-selective kinase 1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B) (Synapses of Amphids Defective homolog 1) (SAD1 homolog) (hSAD1)	BRSK1 KIAA1811 SAD1 SADB	778	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	DOMAIN 34..285; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 314..356; /note="UBA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"
P31152	MK04_HUMAN	Mitogen-activated protein kinase 4 (MAP kinase 4) (MAPK 4) (EC 2.7.11.24) (Extracellular signal-regulated kinase 4) (ERK-4) (MAP kinase isoform p63) (p63-MAPK)	MAPK4 ERK4 PRKM4	587	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily	DOMAIN 20..312; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
O43781	DYRK3_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1) (Regulatory erythroid kinase) (REDK)	DYRK3	588	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily	DOMAIN 209..522; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q14004	CDK13_HUMAN	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791	1512	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 705..998; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q96Q40	CDK15_HUMAN	Cyclin-dependent kinase 15 (EC 2.7.11.22) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein) (Cell division protein kinase 15) (Serine/threonine-protein kinase ALS2CR7) (Serine/threonine-protein kinase PFTAIRE-2)	CDK15 ALS2CR7 PFTK2	435	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 103..387; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P49840	GSK3A_HUMAN	Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1)	GSK3A	483	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily	DOMAIN 119..403; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q13627	DYR1A_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 1A (EC 2.7.11.23) (EC 2.7.12.1) (Dual specificity YAK1-related kinase) (HP86) (Protein kinase minibrain homolog) (MNBH) (hMNB)	DYRK1A DYRK MNB MNBH	763	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily	DOMAIN 159..479; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P49336	CDK8_HUMAN	Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit CDK8) (Mediator of RNA polymerase II transcription subunit CDK8) (Protein kinase K35)	CDK8	464	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 21..335; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q5VST9	OBSCN_HUMAN	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	OBSCN KIAA1556 KIAA1639	7968	Protein kinase superfamily, CAMK Ser/Thr protein kinase family	DOMAIN 10..100; /note="Ig-like 1"; DOMAIN 110..202; /note="Ig-like 2"; DOMAIN 236..322; /note="Ig-like 3"; DOMAIN 331..414; /note="Ig-like 4"; DOMAIN 420..508; /note="Ig-like 5"; DOMAIN 515..612; /note="Fibronectin type-III 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"; DOMAIN 619..698; /note="Ig-like 6"; DOMAIN 701..790; /note="Ig-like 7"; DOMAIN 798..884; /note="Ig-like 8"; DOMAIN 886..977; /note="Ig-like 9"; DOMAIN 978..1066; /note="Ig-like 10"; DOMAIN 1070..1161; /note="Ig-like 11"; DOMAIN 1162..1252; /note="Ig-like 12"; DOMAIN 1254..1345; /note="Ig-like 13"; DOMAIN 1346..1432; /note="Ig-like 14"; DOMAIN 1438..1524; /note="Ig-like 15"; DOMAIN 1530..1621; /note="Ig-like 16"; DOMAIN 1622..1719; /note="Ig-like 17"; DOMAIN 1731..1808; /note="Fibronectin type-III 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"; DOMAIN 1809..1894; /note="Ig-like 18"; DOMAIN 1896..1982; /note="Ig-like 19"; DOMAIN 1987..2071; /note="Ig-like 20"; DOMAIN 2077..2162; /note="Ig-like 21"; DOMAIN 2165..2249; /note="Ig-like 22"; DOMAIN 2289..2380; /note="Ig-like 23"; DOMAIN 2468..2559; /note="Ig-like 24"; DOMAIN 2564..2643; /note="Ig-like 25"; DOMAIN 2646..2730; /note="Ig-like 26"; DOMAIN 2736..2823; /note="Ig-like 27"; DOMAIN 2826..2908; /note="Ig-like 28"; DOMAIN 2920..2999; /note="Ig-like 29"; DOMAIN 3003..3092; /note="Ig-like 30"; DOMAIN 3095..3183; /note="Ig-like 31"; DOMAIN 3184..3268; /note="Ig-like 32"; DOMAIN 3273..3356; /note="Ig-like 33"; DOMAIN 3359..3444; /note="Ig-like 34"; DOMAIN 3449..3532; /note="Ig-like 35"; DOMAIN 3537..3620; /note="Ig-like 36"; DOMAIN 3625..3708; /note="Ig-like 37"; DOMAIN 3713..3796; /note="Ig-like 38"; DOMAIN 3801..3884; /note="Ig-like 39"; DOMAIN 3890..3973; /note="Ig-like 40"; DOMAIN 3978..4062; /note="Ig-like 41"; DOMAIN 4068..4160; /note="Ig-like 42"; DOMAIN 4171..4239; /note="Ig-like 43"; DOMAIN 4248..4337; /note="Ig-like 44"; DOMAIN 4340..4427; /note="Ig-like 45"; DOMAIN 4430..4518; /note="Ig-like 46"; DOMAIN 4525..4619; /note="Fibronectin type-III 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"; DOMAIN 4624..4714; /note="Ig-like 47"; DOMAIN 4872..4901; /note="IQ"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00116"; DOMAIN 4898..4989; /note="Ig-like 48"; DOMAIN 5126..5215; /note="Ig-like 49"; DOMAIN 5260..5349; /note="Ig-like 50"; DOMAIN 5371..5467; /note="Ig-like 51"; DOMAIN 5600..5667; /note="SH3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00192"; DOMAIN 5693..5877; /note="DH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00062"; DOMAIN 5895..6004; /note="PH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00145"; DOMAIN 6014..6097; /note="Ig-like 52"; DOMAIN 6108..6200; /note="Ig-like 53"; DOMAIN 6357..6445; /note="Ig-like 54"; DOMAIN 6468..6721; /note="Protein kinase 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 7463..7552; /note="Ig-like 55"; DOMAIN 7557..7649; /note="Fibronectin type-III 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00316"; DOMAIN 7672..7924; /note="Protein kinase 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q32MK0	MYLK3_HUMAN	Myosin light chain kinase 3 (EC 2.7.11.18) (Cardiac-MyBP-C-associated Ca/CaM kinase) (Cardiac-MLCK)	MYLK3 MLCK	819	Protein kinase superfamily, CAMK Ser/Thr protein kinase family	DOMAIN 515..770; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q13523	PRP4B_HUMAN	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog)	PRPF4B KIAA0536 PRP4 PRP4H PRP4K	1007	Protein kinase superfamily, CMGC Ser/Thr protein kinase family	DOMAIN 687..1006; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q9UQ07	MOK_HUMAN	MAPK/MAK/MRK overlapping kinase (EC 2.7.11.22) (MOK protein kinase) (Renal tumor antigen 1) (RAGE-1)	MOK RAGE RAGE1	419	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily	DOMAIN 4..285; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q9P1W9	PIM2_HUMAN	Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h)	PIM2	311	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, PIM subfamily	DOMAIN 32..286; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P27348	1433T_HUMAN	14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)	YWHAQ	245	14-3-3 family	
Q15831	STK11_HUMAN	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19)	STK11 LKB1 PJS	433	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, LKB1 subfamily	DOMAIN 49..309; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
O96017	CHK2_HUMAN	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)	CHEK2 CDS1 CHK2 RAD53	543	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CHK2 subfamily	DOMAIN 113..175; /note="FHA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00086"; DOMAIN 220..486; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q96L34	MARK4_HUMAN	MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase-like 1)	MARK4 KIAA1860 MARKL1	752	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	DOMAIN 59..310; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 324..368; /note="UBA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"; DOMAIN 703..752; /note="KA1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00565"
Q9P0L2	MARK1_HUMAN	Serine/threonine-protein kinase MARK1 (EC 2.7.11.1) (EC 2.7.11.26) (MAP/microtubule affinity-regulating kinase 1) (PAR1 homolog c) (Par-1c) (Par1c)	MARK1 KIAA1477 MARK	795	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	DOMAIN 60..311; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 325..370; /note="UBA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00212"; DOMAIN 746..795; /note="KA1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00565"
P35221	CTNA1_HUMAN	Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)	CTNNA1	906	Vinculin/alpha-catenin family	
